laporan,label
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
papan billboard raksasa di tepi jalan tol mulai miring,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
kucing liar mengganggu terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
tanggul sungai retak sepanjang 10 meter di dekat permukiman,Prioritas
rumput liar tumbuh di trotoar,Reguler
jalan utama rusak berat terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
jembatan ambruk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
suara bising malam hari terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
lampu jalan mati di beberapa titik,Reguler
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
banjir parah terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
pohon tumbang terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
parkir liar di depan rumah terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
selokan tersumbat terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
jalan utama rusak berat terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
cat dinding balai desa terkelupas di beberapa bagian,Reguler
graffiti di tembok terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
suara bising malam hari terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
sampah menumpuk terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
graffiti di tembok terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
tanah longsor terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
ledakan kecil terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
banjir parah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
sampah menumpuk terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
selokan tersumbat terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
gedung retak pasca gempa terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
kucing liar mengganggu terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
penyangga rambu lalu lintas bengkok,Reguler
gedung retak pasca gempa terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
sampah menumpuk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
ada coretan grafiti di dinding halte bus,Reguler
suara bising malam hari terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
parkir liar di depan rumah terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
kabel listrik terbuka terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
banjir parah terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
jalan berlubang kecil terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
rumput taman tidak dipotong terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
suara bising malam hari terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
air keruh dari pdam terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
air keruh dari pdam terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
sampah menumpuk terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
papan nama jalan sudah tidak terbaca,Reguler
lampu jalan mati terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
ledakan kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
kebakaran hutan terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
air keruh dari pdam terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
tanah longsor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
gas bocor terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
rumput taman tidak dipotong terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
jalan utama rusak berat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
ledakan kecil terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
banjir parah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
sampah menumpuk terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
pohon tumbang terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di desa cibadak mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
bangunan tua di pusat kota retak vertikal 10cm mengancam roboh,Prioritas
jalan berlubang kecil terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
lampu jalan mati terjadi di desa cibadak mohon segera ditindaklanjuti,Reguler
kandang ternak ayam roboh menimpa pagar rumah warga,Prioritas
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
saluran air tersumbat oleh daun kering,Reguler
gas bocor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
rumput liar tumbuh di trotoar,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
air keruh dari pdam terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di pasar tradisional mohon segera ditindaklanjuti,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
rumput taman tidak dipotong terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
rumput taman tidak dipotong terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
truk pengangkut bahan kimia terguling di jalan tol,Prioritas
rumput taman tidak dipotong terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
rumput liar tumbuh di trotoar,Reguler
papan nama jalan sudah tidak terbaca,Reguler
penempatan tong sampah tidak merata di area pasar,Reguler
jembatan ambruk terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
banjir parah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
suara bising malam hari terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
api membakar lahan kosong dekat pemukiman,Prioritas
rumput liar tumbuh di trotoar,Reguler
kabel listrik terbuka terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
ledakan kecil terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
kucing liar mengganggu terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
banjir setinggi 1 meter menggenangi pemukiman warga,Prioritas
selokan tersumbat terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
saluran air tersumbat oleh daun kering,Reguler
kebakaran hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
kebakaran hutan terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
lampu jalan mati terjadi di pinggir sungai mohon segera ditindaklanjuti,Reguler
tiang listrik tegangan tinggi roboh di depan sd negeri 05,Prioritas
tanah longsor terjadi di gang sempit mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
kucing liar mengganggu terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
jalan berlubang kecil terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
papan nama jalan sudah tidak terbaca,Reguler
rumput liar tumbuh di trotoar,Reguler
air keruh dari pdam terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
kabel listrik terbuka terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jembatan penghubung desa terancam ambruk,Prioritas
lampu jalan mati di beberapa titik,Reguler
tiang listrik patah dan hampir menimpa rumah warga,Prioritas
selokan tersumbat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jalan berlubang kecil terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
gas bocor terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
graffiti di tembok terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
gas bocor terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
tanah longsor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
jembatan ambruk terjadi di pinggir sungai mohon segera ditindaklanjuti,Prioritas
api membakar lahan kosong dekat pemukiman,Prioritas
rumput liar tumbuh di trotoar,Reguler
jalan berlubang kecil terjadi di gang sempit mohon segera ditindaklanjuti,Reguler
sampah berserakan di jalan dekat pasar,Reguler
jembatan ambruk terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
jalan utama rusak berat terjadi di perumahan griya asri mohon segera ditindaklanjuti,Prioritas
lampu jalan mati di beberapa titik,Reguler
parkir liar di depan rumah terjadi di perumahan griya asri mohon segera ditindaklanjuti,Reguler
papan nama jalan sudah tidak terbaca,Reguler
banjir parah terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
parkir liar di depan rumah terjadi dekat terminal mohon segera ditindaklanjuti,Reguler
tanah longsor terjadi di depan kantor kecamatan mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
sumur warga terkontaminasi limbah pabrik ilegal,Prioritas
kabel listrik terbuka terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
tebing rawan longsor sangat dekat dengan sekolah dasar,Prioritas
air keruh dari pdam terjadi di pasar tradisional mohon segera ditindaklanjuti,Reguler
jembatan ambruk terjadi di jalan utama katapang mohon segera ditindaklanjuti,Prioritas
pohon tumbang terjadi dekat terminal mohon segera ditindaklanjuti,Prioritas
gedung retak pasca gempa terjadi dekat sekolah sdn 2 mohon segera ditindaklanjuti,Prioritas
sampah berserakan di jalan dekat pasar,Reguler
air keruh dari pdam terjadi dekat masjid besar mohon segera ditindaklanjuti,Reguler
kabel listrik terbuka terjadi dekat masjid besar mohon segera ditindaklanjuti,Prioritas
suara bising malam hari terjadi di jalan utama katapang mohon segera ditindaklanjuti,Reguler
